団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
124222,千葉県,睦沢町,0.37,82.6,6.2,5.2,99.5,6746
124231,千葉県,長生村,0.50,85.8,9.2,27.5,101.9,13738
124249,千葉県,白子町,0.45,79.3,4.5,-,100.9,10721
124265,千葉県,長柄町,0.52,87.5,5.9,-,100.5,6444
124273,千葉県,長南町,0.41,81.3,6.1,17.6,98.9,7433
124419,千葉県,大多喜町,0.41,87.3,3.8,-,97.0,8365
124435,千葉県,御宿町,0.39,88.4,4.6,0.7,97.5,7114
124630,千葉県,鋸南町,0.27,86.6,8.6,10.1,98.4,6990
131016,東京都,千代田区,0.87,74.2,▲ 0.9,-,99.2,67911
131024,東京都,中央区,0.66,64.6,0.6,-,101.1,174074
131032,東京都,港区,1.20,67.6,▲ 2.0,-,98.8,261615
131041,東京都,新宿区,0.67,80.4,▲ 2.9,-,98.4,346279
131059,東京都,文京区,0.63,78.6,▲ 4.1,-,99.6,229653
131067,東京都,台東区,0.49,83.7,▲ 2.6,-,98.0,207479
131075,東京都,墨田区,0.42,77.7,▲ 1.0,-,98.3,279985
131083,東京都,江東区,0.50,74.7,▲ 3.3,-,98.5,532882
131091,東京都,品川区,0.57,74.8,▲ 4.2,-,99.1,404196
131105,東京都,目黒区,0.74,77.9,▲ 4.0,-,99.2,278635
131113,東京都,大田区,0.55,80.0,▲ 2.6,-,100.4,728425
131121,東京都,世田谷区,0.70,79.0,▲ 3.0,-,99.8,915439
131130,東京都,渋谷区,0.97,70.5,▲ 3.8,-,98.3,229412
131148,東京都,中野区,0.50,70.4,▲ 4.1,-,99.6,333593
131156,東京都,杉並区,0.61,79.8,▲ 5.0,-,99.0,570786
131164,東京都,豊島区,0.54,80.6,▲ 1.4,-,98.8,288704
131172,東京都,北区,0.40,80.8,▲ 2.5,-,97.6,353732
131181,東京都,荒川区,0.35,81.3,▲ 0.4,-,96.1,216814
131199,東京都,板橋区,0.44,77.4,▲ 4.1,-,98.2,568241
131202,東京都,練馬区,0.47,81.7,▲ 2.5,-,99.7,738914
131211,東京都,足立区,0.38,75.9,▲ 3.8,-,99.3,690114
131229,東京都,葛飾区,0.35,77.0,▲ 1.1,-,98.3,464175
131237,東京都,江戸川区,0.40,71.7,▲ 5.6,-,97.8,688153
132012,東京都,八王子市,0.91,86.7,▲ 0.4,-,97.5,562145
132021,東京都,立川市,1.15,82.2,1.9,-,98.7,185483
132039,東京都,武蔵野市,1.48,81.2,▲ 1.0,-,100.4,147964
132047,東京都,三鷹市,1.12,89.5,1.0,-,99.4,189916
132055,東京都,青梅市,0.80,93.3,2.2,-,99.0,130274
132063,東京都,府中市,1.18,82.9,2.9,-,99.3,259924
132071,東京都,昭島市,0.97,93.9,0.3,-,99.7,114259
132080,東京都,調布市,1.19,90.7,1.1,3.9,99.0,238505
132098,東京都,町田市,0.94,91.2,1.0,-,99.4,430831
132101,東京都,小金井市,1.00,94.0,1.5,-,98.3,124756
132110,東京都,小平市,0.93,85.2,1.9,-,100.1,196924
132128,東京都,日野市,0.93,90.9,▲ 2.4,-,97.8,187254
132136,東京都,東村山市,0.76,92.5,2.6,-,100.2,151814
132144,東京都,国分寺市,1.03,94.2,0.2,7.8,99.5,128238
132152,東京都,国立市,0.99,99.1,1.7,-,100.6,76168
132187,東京都,福生市,0.73,84.6,▲ 2.8,-,100.1,56201
132195,東京都,狛江市,0.84,85.4,1.1,-,98.8,82749
132209,東京都,東大和市,0.80,92.8,▲ 0.8,-,99.8,84870
132217,東京都,清瀬市,0.67,92.0,4.0,36.3,100.3,74702
132225,東京都,東久留米市,0.81,92.3,▲ 0.1,-,98.5,116839
132233,東京都,武蔵村山市,0.79,92.6,1.4,-,98.3,71296
132241,東京都,多摩市,1.12,87.2,3.0,-,99.7,148210
132250,東京都,稲城市,0.94,90.1,3.5,9.4,98.6,93421
132276,東京都,羽村市,0.95,95.6,0.3,-,101.0,54504
132284,東京都,あきる野市,0.70,97.1,4.9,22.1,99.2,79807
132292,東京都,西東京市,0.88,93.1,2.4,-,98.8,205876
133035,東京都,瑞穂町,0.99,90.1,0.8,-,100.5,32161
133051,東京都,日の出町,0.66,97.9,3.9,-,96.9,16409
133078,東京都,檜原村,0.17,73.2,▲ 1.0,-,98.9,2038
133086,東京都,奥多摩町,0.27,72.8,7.3,-,97.1,4746
133612,東京都,大島町,0.29,94.4,12.1,95.2,90.1,7150
133621,東京都,利島村,0.13,84.8,6.5,-,88.4,317
133639,東京都,新島村,0.19,79.0,6.5,-,89.9,2495
133647,東京都,神津島村,0.20,74.7,2.5,-,93.7,1813
133817,東京都,三宅村,0.20,83.0,7.4,-,90.5,2301
133825,東京都,御蔵島村,0.11,69.9,5.8,-,83.7,292
134015,東京都,八丈町,0.27,84.8,11.3,-,88.8,7053
134023,東京都,青ヶ島村,0.16,96.9,▲ 0.6,-,82.5,168
134210,東京都,小笠原村,0.25,73.9,3.3,-,93.9,2581
141003,神奈川県,横浜市,0.95,97.9,9.7,129.2,100.1,3753645
141305,神奈川県,川崎市,1.02,97.1,8.7,123.4,100.7,1524026
141500,神奈川県,相模原市,0.85,96.9,2.7,2.0,98.8,719118
142018,神奈川県,横須賀市,0.77,99.1,5.5,17.1,100.6,388197
142034,神奈川県,平塚市,0.95,96.7,4.7,22.5,96.8,256005
142042,神奈川県,鎌倉市,1.07,94.0,1.0,-,99.0,176460
142051,神奈川県,藤沢市,1.05,92.6,4.8,46.4,101.1,445177
142069,神奈川県,小田原市,0.93,93.8,2.6,33.3,100.8,187880
142077,神奈川県,茅ヶ崎市,0.92,96.3,2.8,24.7,99.2,246394
142085,神奈川県,逗子市,0.81,93.5,6.6,-,97.9,58959
142107,神奈川県,三浦市,0.57,100.6,12.0,84.5,96.8,41297
142115,神奈川県,秦野市,0.82,95.7,1.6,12.2,101.9,159646
142123,神奈川県,厚木市,1.18,88.4,2.9,44.6,100.1,223836
142131,神奈川県,大和市,0.94,96.8,3.4,33.7,94.3,244421
142140,神奈川県,伊勢原市,0.93,96.8,7.7,31.2,100.9,99910
142158,神奈川県,海老名市,1.03,93.8,4.6,28.2,101.5,138969
142166,神奈川県,座間市,0.86,99.4,1.7,10.1,103.0,131527
142174,神奈川県,南足柄市,0.82,99.8,2.7,-,102.2,41057
142182,神奈川県,綾瀬市,0.87,94.4,3.6,-,99.8,84376
143014,神奈川県,葉山町,0.83,91.1,▲ 2.7,-,100.8,32623
143219,神奈川県,寒川町,1.07,90.8,3.3,-,99.7,49063
143413,神奈川県,大磯町,0.79,85.4,4.7,11.9,95.7,32265
143421,神奈川県,二宮町,0.66,94.9,4.8,4.9,97.4,27925
143618,神奈川県,中井町,0.95,77.9,0.2,-,95.4,9068
143626,神奈川県,大井町,0.76,87.0,▲ 2.1,-,97.1,17363
143634,神奈川県,松田町,0.58,86.7,6.1,16.3,97.5,10616
143642,神奈川県,山北町,0.52,86.6,11.2,9.8,102.0,9577
143669,神奈川県,開成町,0.86,89.4,5.0,28.3,100.3,18566
143821,神奈川県,箱根町,1.33,99.7,12.2,63.4,97.9,10845
143839,神奈川県,真鶴町,0.40,94.5,12.4,83.4,92.5,6880
143847,神奈川県,湯河原町,0.65,100.8,6.0,66.9,98.4,23899
144011,神奈川県,愛川町,0.97,92.8,0.1,-,101.9,39601
144029,神奈川県,清川村,0.83,77.5,▲ 1.0,-,93.4,2812
151009,新潟県,新潟市,0.66,94.9,11.7,126.7,99.1,773914
152021,新潟県,長岡市,0.60,92.4,6.5,66.6,96.5,261287
152048,新潟県,三条市,0.55,95.6,15.0,84.5,93.9,93403
152056,新潟県,柏崎市,0.66,94.5,9.6,13.7,98.5,78901
152064,新潟県,新発田市,0.48,89.6,7.1,59.6,95.5,94098
152081,新潟県,小千谷市,0.53,88.9,10.1,20.8,94.6,33722
152099,新潟県,加茂市,0.41,97.1,9.3,84.4,93.5,25052
152102,新潟県,十日町市,0.33,95.7,12.6,101.9,96.2,49172
152111,新潟県,見附市,0.55,93.9,11.8,100.5,95.6,39045
152129,新潟県,村上市,0.34,90.0,11.7,78.8,93.0,55919
152137,新潟県,燕市,0.61,92.8,13.2,88.9,94.4,77401
152161,新潟県,糸魚川市,0.46,94.7,11.5,65.2,93.5,39772
152170,新潟県,妙高市,0.41,85.7,7.0,-,93.9,30345
152188,新潟県,五泉市,0.43,87.4,6.9,36.6,94.2,47274
152226,新潟県,上越市,0.58,94.6,11.2,61.4,98.4,184941
152234,新潟県,阿賀野市,0.41,88.0,9.3,75.0,94.7,40353
152242,新潟県,佐渡市,0.24,95.0,11.9,120.1,92.4,50651
152251,新潟県,魚沼市,0.28,90.5,8.7,10.6,93.6,33722
152269,新潟県,南魚沼市,0.41,89.6,11.6,4.1,93.6,53962
152277,新潟県,胎内市,0.45,97.6,12.6,124.0,92.3,27718
153079,新潟県,聖籠町,1.06,83.8,10.1,5.3,96.9,14129
153427,新潟県,弥彦村,0.38,73.2,13.1,48.9,95.2,7694
153613,新潟県,田上町,0.38,84.2,7.8,25.0,91.3,11023
153851,新潟県,阿賀町,0.20,92.7,12.6,75.2,92.2,9779
154059,新潟県,出雲崎町,0.23,88.0,8.9,-,94.2,4119
154610,新潟県,湯沢町,0.92,90.9,7.2,30.3,94.2,7971
154822,新潟県,津南町,0.25,83.0,11.1,27.8,92.2,8865
155047,新潟県,刈羽村,1.36,61.9,▲ 2.0,-,96.4,4351
155811,新潟県,関川村,0.22,86.3,12.0,24.2,93.5,4996
155861,新潟県,粟島浦村,0.10,79.9,5.3,3.3,85.8,329
162019,富山県,富山市,0.81,90.9,8.0,94.9,100.4,409075
162027,富山県,高岡市,0.73,85.1,12.0,105.1,99.4,165714
162043,富山県,魚津市,0.67,89.3,10.8,76.7,98.6,39919
162051,富山県,氷見市,0.46,85.9,11.5,31.7,98.0,44076
162060,富山県,滑川市,0.72,80.0,4.4,-,97.9,32878
162078,富山県,黒部市,0.63,89.4,10.7,117.3,98.5,40072
162086,富山県,砺波市,0.57,92.0,12.9,22.8,97.6,47347
162094,富山県,小矢部市,0.57,86.2,13.4,150.4,95.2,28602
162108,富山県,南砺市,0.34,90.6,6.1,-,95.7,47778
162116,富山県,射水市,0.66,88.9,9.2,67.0,96.7,91450
163210,富山県,舟橋村,0.33,82.7,9.6,61.1,92.3,3271
163228,富山県,上市町,0.45,89.0,14.8,56.0,93.9,19228
163236,富山県,立山町,0.47,83.6,11.3,44.8,97.4,24920
163422,富山県,入善町,0.53,85.9,14.6,10.9,95.4,23136
163431,富山県,朝日町,0.35,89.9,11.2,-,94.2,10974
172014,石川県,金沢市,0.87,87.9,4.3,23.6,99.5,447181
172022,石川県,七尾市,0.44,92.0,12.0,68.3,94.6,49259
172031,石川県,小松市,0.67,91.3,11.7,112.3,97.2,106405
172049,石川県,輪島市,0.24,96.6,13.5,76.6,97.6,24021
172057,石川県,珠洲市,0.22,95.1,14.1,27.8,95.7,12948
172065,石川県,加賀市,0.55,93.4,9.2,102.7,97.4,63486
172073,石川県,羽咋市,0.41,90.5,6.9,-,94.7,20166
172090,石川県,かほく市,0.41,91.4,10.7,41.8,93.2,35931
172103,石川県,白山市,0.65,94.9,11.3,115.6,97.8,112916
172111,石川県,能美市,0.66,90.4,3.6,-,96.3,49708
172120,石川県,野々市市,0.81,94.9,7.0,-,98.6,54130
173240,石川県,川北町,0.57,84.3,8.0,4.7,91.7,6157
173614,石川県,津幡町,0.56,88.6,7.3,73.3,95.6,37508
173657,石川県,内灘町,0.51,87.8,8.9,84.6,93.7,26154
173843,石川県,志賀町,0.55,92.7,8.8,-,93.7,18747
173860,石川県,宝達志水町,0.38,88.7,7.3,12.1,91.4,12257
174076,石川県,中能登町,0.30,94.9,13.1,20.6,91.4,17119
174611,石川県,穴水町,0.25,85.6,8.4,63.2,92.2,7574
174637,石川県,能登町,0.20,86.6,4.2,26.3,94.5,15636
182010,福井県,福井市,0.80,93.1,10.8,43.5,99.6,257941
182028,福井県,敦賀市,0.88,91.9,4.3,-,97.9,63662
182044,福井県,小浜市,0.42,94.9,11.1,105.8,97.1,28317
182052,福井県,大野市,0.42,95.3,6.9,15.7,97.3,30969
182061,福井県,勝山市,0.42,88.9,8.8,43.1,94.3,21821
182079,福井県,鯖江市,0.67,89.6,5.3,-,96.8,68863
182087,福井県,あわら市,0.57,89.9,7.0,28.0,99.0,26900
182095,福井県,越前市,0.74,93.0,10.1,120.6,99.4,80726
182109,福井県,坂井市,0.61,92.4,7.8,31.8,99.0,89369
183229,福井県,永平寺町,0.37,97.4,7.9,-,93.6,18037
183822,福井県,池田町,0.14,78.6,7.0,-,90.1,2327
184047,福井県,南越前町,0.28,87.2,2.3,-,92.6,9825
184233,福井県,越前町,0.33,95.7,9.0,2.3,91.9,20394
184420,福井県,美浜町,0.91,76.0,7.6,66.7,93.3,9002
184811,福井県,高浜町,1.20,63.1,7.2,-,92.4,9848
184837,福井県,おおい町,0.95,94.8,1.0,-,92.8,7906
185019,福井県,若狭町,0.33,87.7,14.2,61.1,91.6,13870
192015,山梨県,甲府市,0.72,93.8,8.0,24.2,98.3,186393
192023,山梨県,富士吉田市,0.67,81.6,9.2,-,99.3,47298
192040,山梨県,都留市,0.46,89.6,11.2,-,97.8,29168
192058,山梨県,山梨市,0.42,96.0,11.8,42.9,96.9,33511
192066,山梨県,大月市,0.61,89.6,14.3,85.2,95.7,22204
192074,山梨県,韮崎市,0.71,86.7,9.6,64.6,98.9,28356
192082,山梨県,南アルプス市,0.50,88.9,3.8,-,98.5,71631
192091,山梨県,北杜市,0.41,83.3,5.7,-,98.7,45984
192104,山梨県,甲斐市,0.61,88.4,5.3,-,97.3,76598
192112,山梨県,笛吹市,0.51,87.8,7.5,-,98.3,67641
192121,山梨県,上野原市,0.48,87.0,12.1,25.4,97.4,22019
192139,山梨県,甲州市,0.43,90.3,15.2,61.9,95.1,29925
192147,山梨県,中央市,0.66,87.9,7.0,0.5,97.1,30802
193461,山梨県,市川三郷町,0.31,98.2,12.0,117.5,96.5,14976
193640,山梨県,早川町,0.24,77.3,2.8,-,96.9,929
193658,山梨県,身延町,0.26,72.9,▲ 1.8,-,95.1,10391
193666,山梨県,南部町,0.27,73.4,1.2,-,95.3,7079
193682,山梨県,富士川町,0.34,84.9,10.9,68.2,97.3,14340
193844,山梨県,昭和町,1.12,87.7,8.8,-,93.3,21101
194221,山梨県,道志村,0.15,83.3,9.8,-,97.5,1557
194239,山梨県,西桂町,0.29,83.6,6.9,-,94.7,4084
194247,山梨県,忍野村,1.05,72.5,▲ 3.6,-,91.9,9799
194255,山梨県,山中湖村,0.98,73.5,1.8,-,92.8,5751
194298,山梨県,鳴沢村,0.55,74.2,▲ 2.2,-,95.3,3121
194301,山梨県,富士河口湖町,0.60,75.4,10.7,38.0,95.7,26765
194425,山梨県,小菅村,0.11,84.2,9.3,-,90.2,657
194433,山梨県,丹波山村,0.07,94.3,7.8,-,94.3,535
202011,長野県,長野市,0.72,90.6,4.9,27.7,100.2,368785
202029,長野県,松本市,0.71,86.9,3.4,-,99.3,236447
202037,長野県,上田市,0.59,89.7,5.2,20.2,99.5,153507
202045,長野県,岡谷市,0.61,86.2,7.3,44.7,96.8,47691
202053,長野県,飯田市,0.54,88.1,7.6,8.8,96.9,97322
202061,長野県,諏訪市,0.70,85.8,6.6,56.5,96.4,48385
202070,長野県,須坂市,0.56,91.7,8.2,-,98.5,49776
202088,長野県,小諸市,0.58,92.3,7.2,-,97.3,41623
202096,長野県,伊那市,0.48,88.4,6.8,-,97.3,66016
202100,長野県,駒ケ根市,0.56,87.3,11.6,83.8,97.5,31892
202118,長野県,中野市,0.54,85.9,6.6,-,97.4,43030
202126,長野県,大町市,0.44,91.7,8.6,34.0,96.6,26085
202134,長野県,飯山市,0.35,92.4,11.7,-,96.9,19705
202142,長野県,茅野市,0.55,92.0,7.2,37.4,96.2,54637
202151,長野県,塩尻市,0.63,90.6,6.8,4.2,98.6,66118
202177,長野県,佐久市,0.51,82.1,0.7,-,98.8,98198
202185,長野県,千曲市,0.51,92.4,9.8,12.9,96.6,59529
202193,長野県,東御市,0.48,92.4,9.6,29.8,98.8,29557
202207,長野県,安曇野市,0.51,86.8,8.1,-,97.7,96605
203033,長野県,小海町,0.26,85.4,6.5,-,95.2,4329
203041,長野県,川上村,0.25,77.1,0.9,-,91.0,3806
203050,長野県,南牧村,0.29,73.3,1.8,-,95.6,3035
203068,長野県,南相木村,0.68,82.5,6.1,-,91.9,966
203076,長野県,北相木村,0.15,86.6,6.6,-,90.8,680
203092,長野県,佐久穂町,0.24,88.5,11.8,-,95.8,10488
203211,長野県,軽井沢町,1.50,70.1,1.5,-,96.2,21510
203238,長野県,御代田町,0.61,72.9,9.8,-,96.9,16221
203246,長野県,立科町,0.33,85.8,8.1,-,98.6,6843
203491,長野県,青木村,0.22,78.7,7.5,-,93.9,4244
203505,長野県,長和町,0.22,81.4,10.3,58.1,98.2,5738
203611,長野県,下諏訪町,0.54,84.1,6.3,35.9,96.2,19108
203629,長野県,富士見町,0.53,85.0,4.2,-,97.7,14226
203637,長野県,原村,0.37,80.9,6.9,-,93.5,8063
203823,長野県,辰野町,0.46,82.3,6.8,-,94.7,18611
203831,長野県,箕輪町,0.57,84.9,7.3,29.9,96.1,24662
203840,長野県,飯島町,0.38,77.5,8.4,42.1,95.1,9078
203858,長野県,南箕輪村,0.54,84.0,7.0,13.7,94.2,16010
203866,長野県,中川村,0.21,76.9,▲ 1.3,-,96.2,4712
203882,長野県,宮田村,0.47,77.8,7.9,-,96.1,8837
204021,長野県,松川町,0.38,84.4,4.8,-,97.6,12742
204030,長野県,高森町,0.41,83.8,8.1,30.6,97.8,12918
204048,長野県,阿南町,0.18,73.1,3.5,-,91.3,4210
204072,長野県,阿智村,0.23,78.9,0.8,-,93.4,6055
204099,長野県,平谷村,0.15,85.6,3.7,-,95.3,386
204102,長野県,根羽村,0.11,73.4,5.8,-,88.2,865
204111,長野県,下條村,0.23,67.0,▲ 4.7,-,95.5,3551
204129,長野県,売木村,0.11,85.8,11.3,-,90.9,495
204137,長野県,天龍村,0.16,73.7,0.9,-,91.3,1130
204145,長野県,泰阜村,0.15,67.1,6.9,-,88.5,1531
204153,長野県,喬木村,0.24,78.0,7.9,-,93.8,6040
204161,長野県,豊丘村,0.29,75.9,11.1,-,95.3,6603
204170,長野県,大鹿村,0.15,69.6,1.3,-,94.6,926
204226,長野県,上松町,0.24,90.6,8.7,50.6,95.2,4071
204234,長野県,南木曽町,0.23,82.3,7.6,9.6,95.8,3876
204251,長野県,木祖村,0.28,84.8,6.5,-,96.8,2637
204293,長野県,王滝村,0.20,77.7,6.7,-,92.3,682
204307,長野県,大桑村,0.25,85.7,10.8,46.1,97.8,3396
204323,長野県,木曽町,0.27,86.9,7.6,-,97.2,10219
204463,長野県,麻績村,0.17,77.8,5.3,-,93.1,2536
204480,長野県,生坂村,0.14,80.4,7.3,-,94.9,1698
204501,長野県,山形村,0.44,79.2,6.9,-,91.4,8538
204510,長野県,朝日村,0.33,76.7,6.8,-,93.3,4359
204528,長野県,筑北村,0.16,76.4,2.9,-,93.2,4175
204811,長野県,池田町,0.32,85.1,12.1,-,94.4,9381
204820,長野県,松川村,0.35,78.9,8.6,-,96.6,9605
204854,長野県,白馬村,0.42,79.2,14.3,21.7,96.4,8782
204862,長野県,小谷村,0.22,80.7,11.4,-,93.1,2725
205214,長野県,坂城町,0.64,79.1,7.9,-,95.7,14254
205419,長野県,小布施町,0.41,85.4,5.3,-,94.3,10992
205435,長野県,高山村,0.29,83.4,6.4,-,93.2,6649
205613,長野県,山ノ内町,0.38,83.6,8.0,51.2,92.4,11499
205621,長野県,木島平村,0.20,83.3,14.5,-,95.0,4438
205630,長野県,野沢温泉村,0.18,84.2,8.4,-,91.0,3441
205834,長野県,信濃町,0.31,86.3,8.8,-,95.4,7828
205885,長野県,小川村,0.13,91.6,7.6,-,94.3,2314
205907,長野県,飯綱町,0.26,89.7,11.1,-,95.4,10534
206024,長野県,栄村,0.14,74.5,7.1,-,95.8,1642
212016,岐阜県,岐阜市,0.84,94.3,2.9,-,99.8,402400
212024,岐阜県,大垣市,0.85,88.6,2.1,12.5,100.3,159280
212032,岐阜県,高山市,0.53,83.1,4.7,-,99.4,84338
212041,岐阜県,多治見市,0.70,87.4,▲ 3.6,-,96.8,107278
212059,岐阜県,関市,0.61,81.3,1.8,-,97.5,85537
212067,岐阜県,中津川市,0.49,90.4,6.7,-,98.6,75401
212075,岐阜県,美濃市,0.54,92.2,9.7,24.1,95.6,19494
212083,岐阜県,瑞浪市,0.62,89.0,2.3,-,99.2,36105
212091,岐阜県,羽島市,0.76,95.7,5.9,8.7,94.3,67076
212105,岐阜県,恵那市,0.45,87.4,0.0,-,96.9,47564
212113,岐阜県,美濃加茂市,0.78,88.8,4.4,-,96.3,57220
212121,岐阜県,土岐市,0.66,93.9,5.6,-,96.5,55842
212130,岐阜県,各務原市,0.87,92.8,5.6,-,100.3,145570
212148,岐阜県,可児市,0.84,87.2,0.0,-,96.6,100612
212156,岐阜県,山県市,0.40,88.6,9.1,12.4,96.0,25545
212164,岐阜県,瑞穂市,0.74,83.1,0.7,-,96.0,55985
212172,岐阜県,飛騨市,0.33,93.0,13.3,-,94.3,22527
212181,岐阜県,本巣市,0.54,88.2,7.4,35.3,96.2,33092
212199,岐阜県,郡上市,0.32,83.8,11.4,70.1,93.7,39115
212202,岐阜県,下呂市,0.33,88.8,11.6,9.8,97.3,30118
212211,岐阜県,海津市,0.47,89.1,8.3,32.7,92.5,32582
213021,岐阜県,岐南町,0.91,91.0,6.9,-,97.2,26243
213039,岐阜県,笠松町,0.69,89.7,5.8,41.5,96.0,21828
213411,岐阜県,養老町,0.59,85.7,7.8,37.8,96.1,26858
213616,岐阜県,垂井町,0.69,82.8,3.8,54.9,97.2,26255
213624,岐阜県,関ケ原町,0.47,86.5,10.7,23.6,91.4,6466
213811,岐阜県,神戸町,0.66,81.9,4.1,35.3,94.3,18577
213829,岐阜県,輪之内町,0.57,78.6,6.8,2.4,94.6,9326
213837,岐阜県,安八町,0.59,85.4,13.3,65.9,94.6,14512
214019,岐阜県,揖斐川町,0.45,81.8,6.4,-,93.1,19536
214035,岐阜県,大野町,0.60,88.4,5.2,-,95.5,22056
214043,岐阜県,池田町,0.60,79.7,10.7,53.6,94.3,22990
214213,岐阜県,北方町,0.60,85.8,11.6,-,95.0,18695
215015,岐阜県,坂祝町,0.52,80.6,4.1,-,95.0,8084
215023,岐阜県,富加町,0.44,90.2,11.0,-,97.0,5760
215031,岐阜県,川辺町,0.44,78.7,8.8,-,92.8,9962
215040,岐阜県,七宗町,0.25,71.0,4.1,-,95.9,3373
215058,岐阜県,八百津町,0.41,81.4,3.7,-,97.0,10274
215066,岐阜県,白川町,0.27,83.6,9.8,-,93.7,7421
215074,岐阜県,東白川村,0.16,97.6,14.8,19.2,94.0,2109
215210,岐阜県,御嵩町,0.61,83.6,6.9,-,97.0,17775
216046,岐阜県,白川村,0.33,70.5,2.6,-,95.2,1513
221007,静岡県,静岡市,0.85,93.1,6.3,34.3,102.2,683739
221309,静岡県,浜松市,0.83,90.1,4.4,-,100.1,792704
222038,静岡県,沼津市,0.93,87.3,4.9,21.8,102.4,189632
222054,静岡県,熱海市,0.87,84.5,4.0,-,102.7,34433
222062,静岡県,三島市,0.88,88.6,6.2,26.9,102.6,107204
222071,静岡県,富士宮市,0.87,92.8,3.1,-,101.6,129250
222089,静岡県,伊東市,0.68,88.8,5.6,1.6,100.6,66286
222097,静岡県,島田市,0.71,93.3,5.8,5.9,100.5,96496
222101,静岡県,富士市,1.00,89.4,3.3,69.5,101.9,249094
222119,静岡県,磐田市,0.80,86.2,1.7,-,98.5,167520
222127,静岡県,焼津市,0.85,91.2,6.4,-,100.2,137199
222135,静岡県,掛川市,0.86,86.8,7.6,20.4,101.9,115873
222143,静岡県,藤枝市,0.84,88.7,5.5,-,101.9,142387
222151,静岡県,御殿場市,1.02,82.3,10.4,17.6,101.4,85267
222160,静岡県,袋井市,0.83,89.1,5.2,45.3,101.9,88562
222194,静岡県,下田市,0.46,83.3,6.2,48.9,99.1,20099
222208,静岡県,裾野市,0.96,87.6,11.9,36.9,99.6,49779
222216,静岡県,湖西市,1.00,84.2,4.9,3.4,101.8,58400
222224,静岡県,伊豆市,0.46,87.0,6.9,49.4,95.9,28872
222232,静岡県,御前崎市,0.94,88.1,0.1,-,97.7,30706
222241,静岡県,菊川市,0.72,89.4,9.3,-,98.7,47738
222259,静岡県,伊豆の国市,0.65,88.3,7.1,36.7,97.9,47261
222267,静岡県,牧之原市,0.72,86.8,5.5,-,96.8,43497
223018,静岡県,東伊豆町,0.57,80.4,6.7,21.4,92.9,11414
223026,静岡県,河津町,0.41,88.4,6.2,10.5,94.6,6728
223042,静岡県,南伊豆町,0.29,84.4,7.9,10.0,96.0,7726
223051,静岡県,松崎町,0.27,83.8,4.9,-,97.9,5971
223069,静岡県,西伊豆町,0.27,84.1,4.3,-,96.3,7098
223255,静岡県,函南町,0.76,89.3,5.4,21.0,97.1,37042
223417,静岡県,清水町,0.93,85.1,6.3,18.4,94.7,31837
223425,静岡県,長泉町,1.18,80.6,2.5,-,98.0,43553
223441,静岡県,小山町,0.85,85.8,9.1,25.2,98.6,17611
224243,静岡県,吉田町,0.89,88.7,10.5,26.8,96.3,29286
224294,静岡県,川根本町,0.34,85.3,0.7,-,94.3,6078
224618,静岡県,森町,0.55,91.8,12.5,19.6,96.6,17431
231002,愛知県,名古屋市,0.98,97.8,6.8,88.6,98.9,2294854
232017,愛知県,豊橋市,0.99,89.4,4.4,27.8,98.1,370761
232025,愛知県,岡崎市,1.00,90.4,0.6,-,100.2,384422
232033,愛知県,一宮市,0.79,89.1,3.4,16.5,100.4,380201
232041,愛知県,瀬戸市,0.84,86.5,1.9,-,99.9,128122
232050,愛知県,半田市,0.96,82.9,0.0,-,98.8,117747
232068,愛知県,春日井市,0.94,94.2,4.8,19.4,100.8,308937
232076,愛知県,豊川市,0.81,87.5,▲ 0.8,-,102.1,186524
232084,愛知県,津島市,0.73,92.3,4.3,-,96.6,60623
232092,愛知県,碧南市,1.15,91.0,2.7,2.2,97.2,72645
232106,愛知県,刈谷市,1.24,83.5,▲ 1.9,-,99.6,152372
232114,愛知県,豊田市,1.31,71.1,1.3,-,100.0,417432
232122,愛知県,安城市,1.23,80.4,0.4,-,99.6,188843
232131,愛知県,西尾市,0.96,92.1,1.2,-,100.0,170332
232149,愛知県,蒲郡市,0.83,90.7,0.1,-,101.2,78666
232157,愛知県,犬山市,0.87,91.4,3.5,-,101.4,72733
232165,愛知県,常滑市,0.95,80.6,11.6,107.3,96.9,58452
232173,愛知県,江南市,0.77,85.3,3.1,-,99.3,99039
232190,愛知県,小牧市,1.20,89.5,0.7,-,101.1,150434
232203,愛知県,稲沢市,0.86,89.9,2.5,-,99.9,134281
232211,愛知県,新城市,0.54,92.7,7.8,46.9,98.5,43812
232220,愛知県,東海市,1.26,82.5,0.0,3.8,100.9,113625
232238,愛知県,大府市,1.11,83.4,▲ 0.4,-,96.6,92828
232246,愛知県,知多市,0.94,90.4,2.1,12.4,94.7,84002
232254,愛知県,知立市,0.97,89.5,1.5,-,101.1,72030
232262,愛知県,尾張旭市,0.87,88.1,3.6,-,98.1,83986
232271,愛知県,高浜市,1.00,94.9,1.6,21.8,97.8,49154
232289,愛知県,岩倉市,0.77,87.6,3.8,4.9,101.0,47821
232297,愛知県,豊明市,0.86,88.3,0.4,-,96.9,68325
232301,愛知県,日進市,1.00,83.4,1.1,-,100.4,93774
232319,愛知県,田原市,0.91,77.4,2.3,-,99.6,59596
232327,愛知県,愛西市,0.60,91.7,4.5,-,98.0,61618
