団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
232335,愛知県,清須市,0.81,89.2,1.8,-,97.0,69194
232343,愛知県,北名古屋市,0.85,90.0,5.7,5.5,99.0,86271
232351,愛知県,弥富市,0.94,89.3,5.0,88.0,98.8,43861
232360,愛知県,みよし市,1.32,78.1,2.2,-,98.8,61485
232378,愛知県,あま市,0.70,89.9,6.5,55.6,96.8,88787
232386,愛知県,長久手市,1.04,95.1,0.0,-,98.5,60985
233021,愛知県,東郷町,0.87,91.6,1.3,-,98.2,43784
233421,愛知県,豊山町,1.10,82.5,0.1,1.5,100.0,15929
233617,愛知県,大口町,1.12,74.0,1.3,-,95.8,24234
233625,愛知県,扶桑町,0.78,86.4,0.7,-,96.1,35026
234249,愛知県,大治町,0.81,88.4,2.3,9.8,95.3,33356
234257,愛知県,蟹江町,0.84,91.0,4.7,57.9,93.3,37144
234273,愛知県,飛島村,2.02,68.7,▲ 0.8,-,98.4,4657
234419,愛知県,阿久比町,0.74,87.6,4.4,21.0,99.1,28438
234427,愛知県,東浦町,0.90,86.6,▲ 0.1,-,99.3,50283
234451,愛知県,南知多町,0.48,87.5,5.7,53.8,97.1,16322
234460,愛知県,美浜町,0.64,86.6,1.5,13.7,98.8,21131
234478,愛知県,武豊町,0.96,80.9,▲ 1.7,10.5,99.7,43363
235016,愛知県,幸田町,1.05,89.7,0.3,-,99.3,42283
235610,愛知県,設楽町,0.24,78.2,6.1,-,94.6,4342
235628,愛知県,東栄町,0.18,79.8,9.1,-,90.5,2850
235636,愛知県,豊根村,0.27,90.4,7.3,-,92.4,987
242012,三重県,津市,0.68,97.5,4.9,32.1,99.4,272645
242021,三重県,四日市市,1.13,80.8,2.8,-,102.1,309719
242039,三重県,伊勢市,0.58,93.0,4.8,-,99.2,121770
242047,三重県,松阪市,0.58,87.0,2.0,-,97.9,159000
242055,三重県,桑名市,0.81,89.6,7.5,42.5,100.9,139563
242071,三重県,鈴鹿市,0.88,92.0,0.9,-,100.2,196461
242080,三重県,名張市,0.65,99.2,15.7,144.9,96.5,76190
242098,三重県,尾鷲市,0.34,95.0,9.6,10.8,96.9,16319
242101,三重県,亀山市,0.84,85.2,2.7,-,100.2,49503
242110,三重県,鳥羽市,0.41,86.0,7.9,10.4,95.7,17215
242128,三重県,熊野市,0.25,82.2,5.3,-,99.9,15738
242144,三重県,いなべ市,0.79,89.6,9.0,2.3,100.9,44797
242152,三重県,志摩市,0.38,99.5,9.8,24.9,97.9,46159
242161,三重県,伊賀市,0.61,97.0,8.6,66.7,97.4,87168
243035,三重県,木曽岬町,0.54,71.1,4.9,-,97.9,5994
243248,三重県,東員町,0.72,82.7,3.1,-,99.7,25934
243418,三重県,菰野町,0.76,89.5,4.0,-,99.8,41283
243434,三重県,朝日町,0.73,84.2,7.6,7.7,101.4,11106
243442,三重県,川越町,1.24,74.4,2.4,-,100.8,15535
244414,三重県,多気町,0.50,89.6,3.6,-,97.1,14000
244422,三重県,明和町,0.53,89.3,11.3,70.4,95.9,22910
244431,三重県,大台町,0.24,87.0,8.0,7.3,94.7,8595
244619,三重県,玉城町,0.55,78.7,5.9,28.4,95.2,15162
244708,三重県,度会町,0.35,70.1,4.1,-,94.2,7806
244716,三重県,大紀町,0.19,88.5,12.0,12.5,92.3,7633
244724,三重県,南伊勢町,0.20,94.6,10.7,48.8,92.5,11221
245437,三重県,紀北町,0.27,91.8,7.2,14.4,97.5,14479
245615,三重県,御浜町,0.27,94.7,8.7,-,98.8,8086
245623,三重県,紀宝町,0.28,89.0,10.7,-,97.6,10436
252018,滋賀県,大津市,0.79,90.9,▲ 0.5,-,99.9,344552
252026,滋賀県,彦根市,0.76,94.4,6.9,56.1,98.1,111648
252034,滋賀県,長浜市,0.53,90.8,1.0,-,97.4,115009
252042,滋賀県,近江八幡市,0.66,88.6,0.7,-,99.0,82025
252069,滋賀県,草津市,0.92,89.2,5.6,-,101.1,138336
252077,滋賀県,守山市,0.82,87.6,4.5,-,101.3,85619
252085,滋賀県,栗東市,0.97,93.5,11.8,86.4,98.3,70578
252093,滋賀県,甲賀市,0.64,90.2,6.3,28.9,96.8,89038
252107,滋賀県,野洲市,0.78,91.8,7.7,23.2,100.9,50711
252115,滋賀県,湖南市,0.75,89.2,7.9,-,100.0,54601
252123,滋賀県,高島市,0.37,95.7,8.7,-,98.7,46394
252131,滋賀県,東近江市,0.60,85.7,7.3,-,100.7,112586
252140,滋賀県,米原市,0.53,88.2,5.0,-,99.0,37761
253839,滋賀県,日野町,0.69,90.8,6.3,30.2,97.7,20987
253847,滋賀県,竜王町,1.05,83.5,5.3,-,99.3,11543
254258,滋賀県,愛荘町,0.57,93.1,4.5,29.3,97.3,21332
254410,滋賀県,豊郷町,0.43,86.0,0.5,-,95.8,7208
254428,滋賀県,甲良町,0.37,87.9,10.3,-,97.6,6595
254436,滋賀県,多賀町,0.59,83.3,7.1,31.6,98.9,7466
261009,京都府,京都市,0.81,99.2,11.9,148.6,99.0,1385190
262013,京都府,福知山市,0.52,92.8,9.6,33.8,99.7,76075
262021,京都府,舞鶴市,0.64,95.4,13.1,78.5,100.8,78194
262030,京都府,綾部市,0.48,90.4,10.4,97.9,97.7,31959
262048,京都府,宇治市,0.72,93.6,▲ 0.4,-,101.7,182144
262056,京都府,宮津市,0.40,97.2,14.9,158.6,96.9,16721
262064,京都府,亀岡市,0.58,94.0,12.9,70.2,99.4,87090
262072,京都府,城陽市,0.63,97.4,9.9,110.9,99.2,74591
262081,京都府,向日市,0.70,95.2,2.2,-,100.2,56794
262099,京都府,長岡京市,0.78,89.1,2.7,8.1,101.1,81946
262102,京都府,八幡市,0.67,96.2,3.8,16.2,100.6,69469
262111,京都府,京田辺市,0.77,93.0,0.9,-,100.7,71367
262129,京都府,京丹後市,0.29,94.2,12.8,118.9,94.9,51981
262137,京都府,南丹市,0.31,95.7,12.0,55.9,96.3,30499
262145,京都府,木津川市,0.61,91.3,9.5,2.5,97.7,80109
263036,京都府,大山崎町,0.76,87.9,3.7,-,102.7,16524
263222,京都府,久御山町,1.11,81.3,0.3,-,98.7,15505
263435,京都府,井手町,0.37,71.8,▲ 0.7,-,93.4,7009
263443,京都府,宇治田原町,0.57,83.6,9.1,100.0,96.7,8893
263648,京都府,笠置町,0.19,95.1,5.9,-,94.0,1159
263656,京都府,和束町,0.18,84.5,11.4,16.1,98.1,3600
263664,京都府,精華町,0.72,93.8,11.0,42.9,99.0,36790
263672,京都府,南山城村,0.21,89.8,9.1,-,96.1,2505
264075,京都府,京丹波町,0.27,90.5,16.1,76.3,93.8,13005
264636,京都府,伊根町,0.10,81.7,8.3,-,97.5,1951
264652,京都府,与謝野町,0.27,93.6,17.2,93.8,94.5,20199
271004,大阪府,大阪市,0.92,92.4,1.3,-,97.1,2741587
271403,大阪府,堺市,0.78,102.4,6.0,-,100.1,821428
272027,大阪府,岸和田市,0.61,96.4,6.1,-,99.4,189396
272035,大阪府,豊中市,0.87,92.5,2.5,-,100.0,407695
272043,大阪府,池田市,0.82,95.9,1.2,-,100.6,103074
272051,大阪府,吹田市,0.96,95.6,▲ 0.3,-,100.3,381316
272060,大阪府,泉大津市,0.71,94.8,8.7,6.1,95.4,73282
272078,大阪府,高槻市,0.78,90.7,▲ 1.3,-,97.9,348530
272086,大阪府,貝塚市,0.65,95.1,4.7,18.8,99.8,83156
272094,大阪府,守口市,0.70,95.3,6.0,15.9,99.5,142014
272108,大阪府,枚方市,0.77,95.3,0.6,-,98.0,396252
272116,大阪府,茨木市,0.97,91.1,▲ 1.1,-,100.0,284921
272124,大阪府,八尾市,0.71,98.6,3.4,-,98.3,261998
272132,大阪府,泉佐野市,0.90,104.4,8.5,27.9,94.3,98545
272141,大阪府,富田林市,0.62,91.8,▲ 1.0,-,100.1,108105
272159,大阪府,寝屋川市,0.64,88.4,▲ 1.2,-,94.1,227544
272167,大阪府,河内長野市,0.59,93.7,2.2,-,96.4,100484
272175,大阪府,松原市,0.59,96.5,3.1,10.4,99.7,116966
272183,大阪府,大東市,0.72,97.2,4.5,-,97.2,117294
272191,大阪府,和泉市,0.72,95.9,6.9,-,97.4,183761
272205,大阪府,箕面市,0.90,92.9,2.4,8.0,95.7,139128
272213,大阪府,柏原市,0.60,96.1,4.3,2.4,99.8,67226
272221,大阪府,羽曳野市,0.56,97.9,3.7,1.7,100.5,108961
272230,大阪府,門真市,0.68,97.8,3.9,13.4,97.4,117937
272248,大阪府,摂津市,0.95,93.6,▲ 0.7,-,100.1,86457
272256,大阪府,高石市,0.79,94.3,11.7,90.8,100.1,56992
272264,大阪府,藤井寺市,0.61,96.6,2.5,45.4,96.5,63336
272272,大阪府,東大阪市,0.74,93.3,6.9,-,100.4,480137
272281,大阪府,泉南市,0.69,97.8,9.3,50.4,97.1,59635
272299,大阪府,四條畷市,0.59,96.2,4.6,-,96.6,54765
272302,大阪府,交野市,0.69,92.8,7.6,44.9,98.7,77363
272311,大阪府,大阪狭山市,0.66,94.7,3.7,-,99.4,58292
272329,大阪府,阪南市,0.52,92.5,6.2,26.4,97.4,51579
273015,大阪府,島本町,0.71,98.7,6.6,-,98.6,31646
273210,大阪府,豊能町,0.41,97.2,5.8,-,98.3,18526
273228,大阪府,能勢町,0.36,94.8,15.1,109.2,97.4,9267
273414,大阪府,忠岡町,0.55,98.9,6.1,21.1,101.1,16675
273619,大阪府,熊取町,0.57,94.2,1.5,-,95.7,43013
273627,大阪府,田尻町,1.30,74.2,3.8,-,100.2,8498
273660,大阪府,岬町,0.47,94.9,11.1,105.8,97.6,14793
273813,大阪府,太子町,0.47,87.9,4.5,-,98.9,12959
273821,大阪府,河南町,0.43,86.5,6.6,-,100.9,14995
273830,大阪府,千早赤阪村,0.26,80.5,8.0,-,96.6,4893
281000,兵庫県,神戸市,0.77,97.1,4.8,60.9,100.3,1510917
282014,兵庫県,姫路市,0.87,87.4,3.2,11.6,101.4,528459
282022,兵庫県,尼崎市,0.82,97.0,8.5,19.5,97.6,458895
282031,兵庫県,明石市,0.74,94.1,4.0,21.0,100.4,305404
282049,兵庫県,西宮市,0.94,96.6,4.5,-,101.5,482796
282057,兵庫県,洲本市,0.47,94.3,13.4,45.1,99.6,41826
282065,兵庫県,芦屋市,1.04,94.6,6.9,67.8,101.1,95378
282073,兵庫県,伊丹市,0.79,92.7,4.5,-,99.4,202539
282081,兵庫県,相生市,0.53,99.1,12.6,57.3,99.2,27974
282090,兵庫県,豊岡市,0.38,93.1,14.3,44.7,95.8,77758
282103,兵庫県,加古川市,0.88,93.0,1.8,-,100.5,259884
282120,兵庫県,赤穂市,0.66,91.4,9.9,80.1,97.4,45440
282138,兵庫県,西脇市,0.45,91.5,9.4,2.9,99.4,38716
282146,兵庫県,宝塚市,0.85,93.7,4.6,2.8,99.9,230788
282154,兵庫県,三木市,0.68,93.3,5.7,26.8,101.0,74872
282162,兵庫県,高砂市,0.83,89.6,4.8,61.0,99.5,88166
282171,兵庫県,川西市,0.67,98.5,7.8,91.6,96.9,155098
282189,兵庫県,小野市,0.70,89.6,7.3,0.5,100.1,47451
282197,兵庫県,三田市,0.85,94.6,5.6,-,96.5,108387
282201,兵庫県,加西市,0.63,94.9,9.3,-,99.7,42265
282219,兵庫県,丹波篠山市,0.41,94.9,15.3,92.0,97.9,39923
282227,兵庫県,養父市,0.24,94.2,8.0,-,96.4,21969
282235,兵庫県,丹波市,0.43,92.3,6.5,-,96.7,61717
282243,兵庫県,南あわじ市,0.39,92.0,13.0,68.6,98.2,45193
282251,兵庫県,朝来市,0.39,89.0,11.3,-,96.6,28676
282260,兵庫県,淡路市,0.35,91.8,13.8,74.5,97.8,42437
282278,兵庫県,宍粟市,0.34,93.9,6.6,65.6,97.4,35309
282286,兵庫県,加東市,0.64,88.7,6.0,-,98.7,39719
282294,兵庫県,たつの市,0.53,86.6,7.8,-,99.1,74081
283011,兵庫県,猪名川町,0.59,90.5,2.8,-,100.4,29570
283657,兵庫県,多可町,0.34,91.8,12.1,-,99.0,19463
283819,兵庫県,稲美町,0.73,84.5,5.3,-,98.5,30658
283827,兵庫県,播磨町,0.84,93.3,1.0,-,97.9,34811
284424,兵庫県,市川町,0.37,87.6,9.1,76.8,96.5,11119
284432,兵庫県,福崎町,0.69,94.0,11.2,62.9,98.5,18746
284467,兵庫県,神河町,0.35,89.9,11.7,38.1,97.5,10661
284645,兵庫県,太子町,0.64,89.5,10.6,31.0,97.5,33773
284815,兵庫県,上郡町,0.50,89.4,14.5,124.4,95.9,14090
285013,兵庫県,佐用町,0.29,84.4,1.1,-,96.1,15499
285854,兵庫県,香美町,0.23,90.2,9.4,36.7,94.2,16024
285862,兵庫県,新温泉町,0.24,87.8,11.1,28.2,96.0,13416
292010,奈良県,奈良市,0.73,96.9,9.5,90.0,98.8,351418
292028,奈良県,大和高田市,0.47,98.3,6.4,25.2,97.3,62845
292036,奈良県,大和郡山市,0.67,94.0,8.1,11.4,98.3,83891
292044,奈良県,天理市,0.57,96.8,10.0,32.5,101.1,62081
292052,奈良県,橿原市,0.71,91.4,3.3,27.0,98.3,119985
292061,奈良県,桜井市,0.52,97.6,6.8,70.5,99.9,55508
292079,奈良県,五條市,0.34,92.7,9.6,99.4,96.1,28039
292087,奈良県,御所市,0.39,99.2,10.7,80.1,99.2,24070
292095,奈良県,生駒市,0.77,90.1,2.3,-,100.6,117946
292109,奈良県,香芝市,0.67,91.4,11.6,51.3,100.1,78782
292117,奈良県,葛城市,0.50,91.6,8.7,22.4,95.3,37805
292125,奈良県,宇陀市,0.28,94.6,11.0,84.2,98.7,27941
293229,奈良県,山添村,0.26,79.1,3.8,-,96.7,3228
293423,奈良県,平群町,0.43,90.5,14.4,156.7,93.4,18434
293431,奈良県,三郷町,0.45,88.8,3.2,50.6,96.8,22540
293440,奈良県,斑鳩町,0.51,91.2,7.8,18.6,98.7,28160
293458,奈良県,安堵町,0.36,90.8,5.8,6.4,95.3,7100
293610,奈良県,川西町,0.44,85.1,7.6,-,93.9,8217
293628,奈良県,三宅町,0.27,87.6,10.6,-,91.4,6601
293636,奈良県,田原本町,0.56,97.5,11.6,37.9,96.9,31695
293857,奈良県,曽爾村,0.13,80.3,5.8,-,95.1,1321
293865,奈良県,御杖村,0.13,76.1,4.0,-,95.1,1458
294012,奈良県,高取町,0.30,86.3,8.8,46.1,97.7,6306
294021,奈良県,明日香村,0.22,93.3,4.2,48.5,96.4,5288
294241,奈良県,上牧町,0.46,94.9,13.0,84.6,93.7,21612
294250,奈良県,王寺町,0.59,95.3,6.7,-,92.7,24026
294268,奈良県,広陵町,0.59,92.0,7.2,24.8,97.9,35284
294276,奈良県,河合町,0.49,91.4,12.8,161.8,92.5,17065
294411,奈良県,吉野町,0.24,85.8,6.7,70.7,92.1,6251
294420,奈良県,大淀町,0.42,90.7,7.6,9.4,96.1,16438
294438,奈良県,下市町,0.20,84.1,9.8,11.4,95.4,4746
294446,奈良県,黒滝村,0.12,89.4,5.6,-,95.9,627
294462,奈良県,天川村,0.14,84.3,10.7,-,92.0,1265
294471,奈良県,野迫川村,0.13,84.8,11.2,-,93.4,336
294497,奈良県,十津川村,0.23,82.2,7.9,-,91.4,2960
294501,奈良県,下北山村,0.21,83.9,7.3,-,91.0,815
294519,奈良県,上北山村,0.12,85.4,3.9,-,92.5,454
294527,奈良県,川上村,0.28,90.7,7.7,-,94.5,1262
294535,奈良県,東吉野村,0.14,81.0,9.1,-,92.9,1585
302015,和歌山県,和歌山市,0.80,96.9,9.4,95.0,99.2,359654
302023,和歌山県,海南市,0.52,99.6,8.6,75.1,94.4,47910
302031,和歌山県,橋本市,0.45,99.3,12.7,49.3,97.6,60295
302040,和歌山県,有田市,0.51,95.4,7.2,-,96.1,26214
302058,和歌山県,御坊市,0.51,98.1,12.4,93.3,97.2,22049
302066,和歌山県,田辺市,0.38,99.3,8.2,-,99.5,69716
302074,和歌山県,新宮市,0.36,95.1,12.5,-,97.5,26924
302082,和歌山県,紀の川市,0.41,92.8,4.2,-,98.0,59981
302091,和歌山県,岩出市,0.62,81.8,3.7,-,93.4,54215
303046,和歌山県,紀美野町,0.21,96.7,9.0,41.7,93.6,8098
303411,和歌山県,かつらぎ町,0.34,97.1,9.2,28.8,97.1,15915
303437,和歌山県,九度山町,0.19,91.5,10.7,14.4,97.1,3840
303445,和歌山県,高野町,0.20,85.3,3.8,-,89.9,2732
303615,和歌山県,湯浅町,0.34,92.3,8.1,-,97.1,11172
303623,和歌山県,広川町,0.29,89.7,6.6,-,95.2,6661
303666,和歌山県,有田川町,0.35,90.7,13.0,-,96.3,25641
303810,和歌山県,美浜町,0.28,89.9,6.4,-,97.7,6625
303828,和歌山県,日高町,0.29,95.7,10.4,57.1,96.3,7959
303836,和歌山県,由良町,0.27,88.9,12.6,145.9,95.7,5282
303909,和歌山県,印南町,0.32,75.8,5.5,-,98.4,7915
303917,和歌山県,みなべ町,0.33,86.7,9.6,13.3,94.1,11988
303925,和歌山県,日高川町,0.24,86.6,10.3,-,93.9,9360
304018,和歌山県,白浜町,0.43,92.0,8.3,37.0,96.2,20463
304042,和歌山県,上富田町,0.47,84.0,12.3,22.1,97.8,15709
304069,和歌山県,すさみ町,0.19,91.9,8.8,-,97.7,3659
304212,和歌山県,那智勝浦町,0.31,96.3,8.0,21.1,98.1,14036
304221,和歌山県,太地町,0.16,97.1,7.5,19.5,95.4,2891
304247,和歌山県,古座川町,0.15,77.6,5.4,-,99.5,2446
304271,和歌山県,北山村,0.13,86.2,7.6,-,95.3,404
304280,和歌山県,串本町,0.26,94.5,10.9,70.7,94.0,14715
312011,鳥取県,鳥取市,0.51,88.2,8.7,62.5,97.0,183269
312029,鳥取県,米子市,0.66,89.9,8.2,53.0,96.0,146139
312037,鳥取県,倉吉市,0.43,89.7,8.1,44.0,95.3,44969
312045,鳥取県,境港市,0.55,91.2,10.1,97.7,94.2,32985
313025,鳥取県,岩美町,0.26,85.2,8.9,-,94.0,11000
313254,鳥取県,若桜町,0.13,88.3,7.9,1.8,93.8,2841
313289,鳥取県,智頭町,0.20,93.8,12.2,49.8,94.8,6420
313297,鳥取県,八頭町,0.23,89.6,9.1,20.7,93.0,16113
313645,鳥取県,三朝町,0.22,83.3,7.9,-,93.1,6057
313700,鳥取県,湯梨浜町,0.27,87.8,6.3,3.2,92.1,16515
313718,鳥取県,琴浦町,0.30,91.3,12.9,61.5,94.4,16435
313726,鳥取県,北栄町,0.29,86.2,9.9,47.4,93.7,14508
313840,鳥取県,日吉津村,0.53,77.0,10.8,9.5,95.0,3599
313866,鳥取県,大山町,0.26,93.3,9.9,-,92.5,15320
313891,鳥取県,南部町,0.26,88.9,9.6,6.2,90.7,10348
313904,鳥取県,伯耆町,0.27,87.1,6.8,-,93.9,10420
314013,鳥取県,日南町,0.16,93.7,7.2,-,94.1,4144
314021,鳥取県,日野町,0.17,81.8,6.9,-,90.4,2859
314030,鳥取県,江府町,0.28,95.9,13.9,81.1,93.9,2617
322016,島根県,松江市,0.57,92.8,9.9,69.1,98.8,197843
322024,島根県,浜田市,0.38,94.3,10.8,20.9,97.7,50681
322032,島根県,出雲市,0.56,82.9,12.5,157.4,98.4,173835
322041,島根県,益田市,0.39,91.1,10.5,73.1,99.3,44355
322059,島根県,大田市,0.29,96.0,11.1,68.3,98.8,32773
322067,島根県,安来市,0.35,89.5,13.7,98.0,99.5,36391
322075,島根県,江津市,0.33,92.7,11.0,68.0,98.8,22134
322091,島根県,雲南市,0.25,97.0,10.9,95.7,98.9,35738
323438,島根県,奥出雲町,0.18,88.1,15.9,145.8,91.6,11630
323861,島根県,飯南町,0.13,96.7,9.3,44.9,98.7,4560
324418,島根県,川本町,0.16,84.8,8.5,-,97.0,3078
324485,島根県,美郷町,0.13,91.3,12.4,69.6,96.9,4222
324493,島根県,邑南町,0.18,91.4,13.2,79.7,97.9,9961
325015,島根県,津和野町,0.16,87.0,10.2,87.3,97.3,6784
325058,島根県,吉賀町,0.17,86.9,8.0,55.5,99.1,5814
325252,島根県,海士町,0.10,84.8,7.5,41.0,98.4,2238
325261,島根県,西ノ島町,0.10,89.8,11.9,70.3,97.7,2606
325279,島根県,知夫村,0.07,83.6,11.4,71.6,96.5,615
325287,島根県,隠岐の島町,0.20,88.7,11.5,137.4,99.3,13551
331007,岡山県,岡山市,0.76,89.3,5.3,-,100.8,702020
332020,岡山県,倉敷市,0.84,86.8,2.5,-,100.5,477799
332038,岡山県,津山市,0.52,91.7,12.4,94.5,99.8,97645
332046,岡山県,玉野市,0.55,90.7,4.0,-,98.8,55721
332054,岡山県,笠岡市,0.57,93.6,7.2,51.3,99.7,45534
332071,岡山県,井原市,0.40,86.9,9.0,-,99.7,38064
332089,岡山県,総社市,0.58,91.5,6.8,-,98.0,69678
332097,岡山県,高梁市,0.31,96.2,11.8,52.8,98.0,27650
332101,岡山県,新見市,0.26,86.3,7.8,14.7,98.5,27244
332119,岡山県,備前市,0.42,89.1,9.6,-,98.2,32068
332127,岡山県,瀬戸内市,0.56,86.9,8.6,31.3,96.6,36525
332135,岡山県,赤磐市,0.44,89.2,7.6,-,95.7,43392
332143,岡山県,真庭市,0.29,91.7,10.7,-,97.8,42586
332151,岡山県,美作市,0.28,90.8,10.8,-,97.2,26035
332160,岡山県,浅口市,0.43,89.9,7.4,-,98.5,33382
333468,岡山県,和気町,0.31,81.3,7.9,29.7,96.2,13423
334235,岡山県,早島町,0.68,85.9,6.1,-,96.9,12648
334456,岡山県,里庄町,0.53,83.0,7.4,-,95.5,11040
334618,岡山県,矢掛町,0.33,85.4,8.7,-,98.8,13438
335860,岡山県,新庄村,0.19,83.4,6.0,-,94.0,847
336068,岡山県,鏡野町,0.29,86.8,11.8,29.8,95.1,12468
336220,岡山県,勝央町,0.49,83.3,13.0,17.9,97.3,10911
336238,岡山県,奈義町,0.30,83.0,8.2,-,95.1,5765
336432,岡山県,西粟倉村,0.12,94.5,12.7,21.3,98.1,1368
336637,岡山県,久米南町,0.22,85.3,11.3,-,94.9,4498
336661,岡山県,美咲町,0.25,80.9,9.8,-,95.2,13222
336815,岡山県,吉備中央町,0.28,89.3,8.6,-,94.6,10507
341002,広島県,広島市,0.80,98.2,9.8,164.8,99.9,1184731
342025,広島県,呉市,0.59,93.8,6.0,43.7,98.3,209241
342033,広島県,竹原市,0.67,91.6,8.3,36.0,100.4,23586
342041,広島県,三原市,0.54,95.2,9.4,26.0,96.4,89154
342050,広島県,尾道市,0.52,94.5,7.3,12.4,100.5,130007
342076,広島県,福山市,0.79,83.2,1.3,-,100.5,460684
342084,広島県,府中市,0.44,96.5,9.2,51.8,98.8,36563
342092,広島県,三次市,0.33,98.4,7.0,23.0,96.9,49557
342106,広島県,庄原市,0.26,96.8,11.3,83.9,96.8,32629
342114,広島県,大竹市,0.75,96.1,13.5,123.1,99.1,26064
342122,広島県,東広島市,0.86,92.4,2.3,-,99.8,190353
342131,広島県,廿日市市,0.60,94.5,6.0,73.8,98.1,116219
342149,広島県,安芸高田市,0.33,94.4,11.6,74.5,99.2,26979
342157,広島県,江田島市,0.30,97.1,7.4,0.7,98.5,21393
343021,広島県,府中町,0.81,95.5,8.0,92.5,99.5,52891
343048,広島県,海田町,0.79,83.6,6.5,-,96.7,30639
343072,広島県,熊野町,0.50,92.0,6.0,-,94.0,23485
343099,広島県,坂町,0.64,85.9,4.5,-,95.6,12839
343684,広島県,安芸太田町,0.20,97.8,12.1,9.5,95.9,5700
343692,広島県,北広島町,0.35,88.9,12.9,47.1,97.2,17471
344311,広島県,大崎上島町,0.31,85.6,10.2,-,95.5,7022
344621,広島県,世羅町,0.32,92.9,9.5,0.8,96.6,15167
345458,広島県,神石高原町,0.20,78.3,6.0,-,95.6,8249
352012,山口県,下関市,0.54,95.8,10.0,41.0,99.3,250645
352021,山口県,宇部市,0.71,93.8,2.6,26.5,100.1,160353
352039,山口県,山口市,0.63,94.8,5.8,62.2,99.7,188598
352047,山口県,萩市,0.32,93.3,5.8,-,98.4,43685
352063,山口県,防府市,0.77,94.9,3.3,-,99.9,113927
352071,山口県,下松市,0.85,94.2,4.1,18.7,98.9,57120
352080,山口県,岩国市,0.56,92.9,4.3,-,97.6,128609
352101,山口県,光市,0.62,89.6,6.0,-,98.0,49461
352110,山口県,長門市,0.32,94.2,6.0,8.4,96.8,31664
352128,山口県,柳井市,0.51,94.7,8.7,44.4,97.6,30201
352136,山口県,美祢市,0.39,96.1,8.1,44.4,99.1,22166
352152,山口県,周南市,0.76,92.3,9.0,66.3,101.1,138104
352161,山口県,山陽小野田市,0.56,95.9,8.9,43.7,100.3,60209
353051,山口県,周防大島町,0.17,67.2,12.4,-,95.6,14346
353213,山口県,和木町,0.62,85.6,6.6,2.5,97.2,5974
353418,山口県,上関町,0.11,91.1,8.4,-,93.3,2390
353434,山口県,田布施町,0.45,94.1,10.4,19.4,98.5,14550
353442,山口県,平生町,0.40,89.8,12.7,118.1,94.8,11144
355020,山口県,阿武町,0.16,75.1,▲ 0.7,-,96.9,3072
362018,徳島県,徳島市,0.79,97.1,5.8,38.8,99.3,249040
362026,徳島県,鳴門市,0.61,97.8,12.3,89.7,96.9,54746
362034,徳島県,小松島市,0.56,94.5,12.6,83.6,99.0,35894
362042,徳島県,阿南市,0.76,88.8,5.4,-,97.8,69954
362051,徳島県,吉野川市,0.36,92.0,6.5,3.1,99.8,38872
362069,徳島県,阿波市,0.35,96.5,7.7,-,99.4,35315
362077,徳島県,美馬市,0.30,95.2,9.3,17.4,99.3,27354
362085,徳島県,三好市,0.23,92.3,6.6,-,98.1,23530
363014,徳島県,勝浦町,0.23,85.3,5.1,-,95.3,4825
363022,徳島県,上勝町,0.12,87.8,5.1,-,95.3,1427
363219,徳島県,佐那河内村,0.16,78.6,1.5,-,98.4,2170
363413,徳島県,石井町,0.51,91.5,5.3,-,99.5,25097
363421,徳島県,神山町,0.20,74.7,2.5,-,96.8,4846
363685,徳島県,那賀町,0.20,88.6,9.0,-,95.1,7490
363839,徳島県,牟岐町,0.16,89.3,8.3,6.1,96.2,3693
363871,徳島県,美波町,0.16,96.2,7.6,19.5,93.9,6071
363880,徳島県,海陽町,0.19,84.6,1.3,-,91.0,8645
364011,徳島県,松茂町,0.83,78.9,▲ 2.2,-,93.4,14723
364029,徳島県,北島町,0.74,90.5,5.3,-,94.1,23574
364037,徳島県,藍住町,0.68,82.9,6.0,-,95.8,35579
364045,徳島県,板野町,0.46,90.0,4.3,-,97.0,13039
364053,徳島県,上板町,0.39,83.0,5.0,-,95.0,11474
364681,徳島県,つるぎ町,0.18,97.4,11.2,1.1,93.1,7893
364894,徳島県,東みよし町,0.29,93.2,8.9,-,98.0,13628
372013,香川県,高松市,0.79,94.1,7.0,66.8,100.7,422424
372021,香川県,丸亀市,0.62,93.4,10.0,-,98.5,111575
372030,香川県,坂出市,0.80,87.0,7.9,73.8,99.9,50931
372048,香川県,善通寺市,0.51,94.8,5.8,32.6,98.2,30682
372056,香川県,観音寺市,0.60,92.6,9.8,41.1,99.9,57738
372064,香川県,さぬき市,0.39,96.4,11.5,-,99.7,45822
372072,香川県,東かがわ市,0.36,94.0,3.5,-,97.8,28498
372081,香川県,三豊市,0.42,98.4,7.8,-,98.8,62258
373222,香川県,土庄町,0.32,90.5,10.7,22.7,93.3,13000
373249,香川県,小豆島町,0.29,90.1,6.2,-,95.5,13616
373419,香川県,三木町,0.54,88.5,5.0,-,96.0,27310
373648,香川県,直島町,0.43,85.1,9.7,-,98.4,2949
373869,香川県,宇多津町,0.83,82.6,5.1,-,94.7,18446
373877,香川県,綾川町,0.50,82.8,▲ 2.4,-,96.9,23368
374032,香川県,琴平町,0.36,89.6,7.3,18.2,96.2,8434
