団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
182087,福井県,あわら市,0.59,83.6,6.7,35.8,97.5,27244
182095,福井県,越前市,0.75,90.0,10.2,118.1,99.4,81968
182109,福井県,坂井市,0.63,89.6,7.0,44.8,98.7,89961
183229,福井県,永平寺町,0.38,93.6,7.9,-,93.4,18149
183822,福井県,池田町,0.14,74.8,6.2,-,89.2,2397
184047,福井県,南越前町,0.28,85.0,3.4,-,92.8,10083
184233,福井県,越前町,0.33,95.1,8.8,15.4,92.7,20581
184420,福井県,美浜町,0.80,78.1,8.3,65.6,93.0,9130
184811,福井県,高浜町,1.04,83.7,8.2,-,92.4,10049
184837,福井県,おおい町,0.99,92.1,1.0,-,92.4,8105
185019,福井県,若狭町,0.33,83.5,14.8,77.2,91.3,14131
192015,山梨県,甲府市,0.74,88.8,7.6,41.6,98.9,186249
192023,山梨県,富士吉田市,0.69,82.2,8.3,0.8,98.9,47744
192040,山梨県,都留市,0.48,86.7,10.6,-,97.8,29516
192058,山梨県,山梨市,0.42,92.6,11.5,62.0,97.5,33842
192066,山梨県,大月市,0.63,84.9,14.5,86.8,95.8,22629
192074,山梨県,韮崎市,0.75,86.9,9.0,72.1,98.9,28522
192082,山梨県,南アルプス市,0.50,83.4,3.7,-,99.1,71496
192091,山梨県,北杜市,0.42,83.9,5.5,-,99.1,46378
192104,山梨県,甲斐市,0.61,81.6,6.1,-,97.8,76343
192112,山梨県,笛吹市,0.51,90.7,8.2,5.5,97.4,68264
192121,山梨県,上野原市,0.49,83.3,11.2,38.3,97.4,22365
192139,山梨県,甲州市,0.43,91.1,15.9,90.8,95.6,30447
192147,山梨県,中央市,0.67,81.9,7.6,-,96.9,30766
193461,山梨県,市川三郷町,0.32,98.1,11.1,124.2,95.8,15196
193640,山梨県,早川町,0.22,70.3,2.4,-,96.9,951
193658,山梨県,身延町,0.27,69.9,▲ 2.2,-,95.2,10720
193666,山梨県,南部町,0.27,74.8,1.8,-,95.6,7240
193682,山梨県,富士川町,0.35,84.6,12.0,48.4,97.2,14475
193844,山梨県,昭和町,1.13,81.9,8.9,-,93.3,20849
194221,山梨県,道志村,0.16,78.7,9.8,-,97.7,1602
194239,山梨県,西桂町,0.30,82.0,6.3,-,96.2,4130
194247,山梨県,忍野村,1.20,77.6,▲ 3.2,-,92.2,9751
194255,山梨県,山中湖村,1.19,77.5,1.7,-,93.7,5811
194298,山梨県,鳴沢村,0.58,70.0,▲ 2.2,-,95.0,3127
194301,山梨県,富士河口湖町,0.63,74.5,9.8,44.4,95.7,26716
194425,山梨県,小菅村,0.11,75.5,8.7,-,89.9,679
194433,山梨県,丹波山村,0.07,87.9,7.0,-,94.6,532
202011,長野県,長野市,0.72,86.4,4.3,33.0,100.1,371651
202029,長野県,松本市,0.72,82.9,3.5,-,99.3,236968
202037,長野県,上田市,0.59,85.5,5.3,23.5,99.4,154615
202045,長野県,岡谷市,0.63,83.6,8.0,54.6,97.0,48095
202053,長野県,飯田市,0.54,86.3,7.5,22.8,96.8,98398
202061,長野県,諏訪市,0.72,82.2,5.9,67.2,96.6,48636
202070,長野県,須坂市,0.57,89.4,8.8,15.5,99.2,50062
202088,長野県,小諸市,0.58,88.6,7.2,10.2,98.1,41756
202096,長野県,伊那市,0.48,84.6,6.9,-,97.5,66528
202100,長野県,駒ケ根市,0.58,83.3,11.3,102.2,97.7,32189
202118,長野県,中野市,0.53,85.8,6.8,-,97.1,43477
202126,長野県,大町市,0.44,89.1,8.1,45.3,96.7,26425
202134,長野県,飯山市,0.35,88.9,11.8,-,96.4,20059
202142,長野県,茅野市,0.56,87.3,6.9,44.7,96.5,55108
202151,長野県,塩尻市,0.64,87.1,6.4,17.4,98.3,66329
202177,長野県,佐久市,0.51,78.6,0.2,-,99.7,98439
202185,長野県,千曲市,0.52,89.1,9.1,29.6,96.6,59833
202193,長野県,東御市,0.49,91.8,8.4,40.9,99.0,29677
202207,長野県,安曇野市,0.53,81.1,9.1,-,97.1,96752
203033,長野県,小海町,0.27,76.3,6.3,-,95.2,4414
203041,長野県,川上村,0.24,72.6,0.2,-,91.9,3844
203050,長野県,南牧村,0.30,69.6,1.0,-,95.8,3065
203068,長野県,南相木村,0.75,83.1,0.5,-,91.0,969
203076,長野県,北相木村,0.16,83.2,6.2,-,90.1,690
203092,長野県,佐久穂町,0.24,86.4,11.0,-,96.2,10605
203211,長野県,軽井沢町,1.61,66.7,1.5,-,96.8,21231
203238,長野県,御代田町,0.63,76.8,11.6,-,97.2,16052
203246,長野県,立科町,0.35,84.4,7.8,-,99.3,6970
203491,長野県,青木村,0.23,76.0,7.1,-,93.5,4293
203505,長野県,長和町,0.23,82.7,11.4,57.3,98.9,5815
203611,長野県,下諏訪町,0.56,76.7,6.1,46.6,95.8,19332
203629,長野県,富士見町,0.54,79.5,3.8,-,96.7,14326
203637,長野県,原村,0.38,79.3,6.7,-,95.3,8041
203823,長野県,辰野町,0.48,77.4,7.5,5.6,95.6,18864
203831,長野県,箕輪町,0.59,80.7,7.1,46.8,96.0,24681
203840,長野県,飯島町,0.39,74.3,9.0,52.4,95.6,9268
203858,長野県,南箕輪村,0.56,64.8,6.3,7.8,95.7,15833
203866,長野県,中川村,0.22,70.4,▲ 0.1,-,97.0,4767
203882,長野県,宮田村,0.49,72.4,9.4,-,96.7,8908
204021,長野県,松川町,0.39,80.2,4.8,-,97.8,12843
204030,長野県,高森町,0.41,81.0,7.2,31.3,97.5,12916
204048,長野県,阿南町,0.19,71.0,3.8,-,90.9,4321
204072,長野県,阿智村,0.24,75.7,0.1,-,95.1,6150
204099,長野県,平谷村,0.16,69.8,1.8,-,93.4,389
204102,長野県,根羽村,0.11,71.9,7.1,-,91.9,883
204111,長野県,下條村,0.24,61.0,▲ 4.6,-,94.8,3606
204129,長野県,売木村,0.12,77.3,11.7,-,91.6,507
204137,長野県,天龍村,0.16,72.3,0.1,-,90.3,1167
204145,長野県,泰阜村,0.16,60.3,7.1,-,89.3,1558
204153,長野県,喬木村,0.25,73.2,7.2,-,92.3,6107
204161,長野県,豊丘村,0.30,74.8,9.6,-,96.5,6687
204170,長野県,大鹿村,0.16,65.8,0.8,-,93.8,941
204226,長野県,上松町,0.24,83.3,6.6,57.8,95.8,4160
204234,長野県,南木曽町,0.24,76.6,6.8,17.7,97.0,3970
204251,長野県,木祖村,0.30,83.0,5.6,-,97.8,2716
204293,長野県,王滝村,0.21,72.5,6.4,-,93.1,713
204307,長野県,大桑村,0.26,77.3,10.5,63.7,97.1,3487
204323,長野県,木曽町,0.27,85.4,6.3,0.5,97.5,10425
204463,長野県,麻績村,0.18,72.8,5.3,-,93.7,2581
204480,長野県,生坂村,0.14,77.1,7.2,-,96.0,1705
204501,長野県,山形村,0.45,74.8,7.3,-,92.1,8587
204510,長野県,朝日村,0.28,73.5,4.4,-,92.3,4405
204528,長野県,筑北村,0.16,74.6,3.7,-,94.0,4270
204811,長野県,池田町,0.33,81.7,12.6,-,95.4,9557
204820,長野県,松川村,0.36,75.8,7.1,-,95.8,9670
204854,長野県,白馬村,0.44,74.3,13.1,40.0,95.9,8513
204862,長野県,小谷村,0.23,78.8,11.4,-,93.1,2697
205214,長野県,坂城町,0.68,79.0,8.4,-,95.5,14407
205419,長野県,小布施町,0.42,80.6,5.2,-,93.8,11020
205435,長野県,高山村,0.29,79.0,5.8,-,93.3,6720
205613,長野県,山ノ内町,0.40,79.2,8.0,48.9,95.3,11680
205621,長野県,木島平村,0.20,79.7,14.7,4.2,93.3,4508
205630,長野県,野沢温泉村,0.19,81.6,9.3,7.2,91.8,3454
205834,長野県,信濃町,0.33,86.2,9.7,7.9,96.2,7923
205885,長野県,小川村,0.14,86.2,8.9,-,94.3,2357
205907,長野県,飯綱町,0.26,85.5,10.5,3.6,94.5,10713
206024,長野県,栄村,0.14,71.7,7.0,-,93.3,1692
212016,岐阜県,岐阜市,0.85,89.3,3.5,-,101.1,404304
212024,岐阜県,大垣市,0.86,82.5,1.7,25.0,100.7,159894
212032,岐阜県,高山市,0.52,77.8,5.0,-,99.5,85463
212041,岐阜県,多治見市,0.71,85.8,▲ 4.0,-,96.5,108158
212059,岐阜県,関市,0.61,78.8,1.5,-,98.4,86273
212067,岐阜県,中津川市,0.50,85.8,6.6,-,98.6,76348
212075,岐阜県,美濃市,0.54,88.0,9.3,26.7,95.9,19785
212083,岐阜県,瑞浪市,0.64,87.4,2.6,-,99.0,36482
212091,岐阜県,羽島市,0.77,87.5,4.9,26.2,93.1,67106
212105,岐阜県,恵那市,0.45,81.5,0.3,-,97.6,48371
212113,岐阜県,美濃加茂市,0.81,83.2,5.0,-,97.0,57171
212121,岐阜県,土岐市,0.67,89.8,5.8,-,97.3,56547
212130,岐阜県,各務原市,0.88,87.6,3.8,-,100.0,146136
212148,岐阜県,可児市,0.87,89.2,0.6,-,97.1,100765
212156,岐阜県,山県市,0.40,86.7,9.7,20.3,96.7,25983
212164,岐阜県,瑞穂市,0.76,76.9,0.4,-,95.6,55518
212172,岐阜県,飛騨市,0.32,90.5,13.7,-,94.1,23028
212181,岐阜県,本巣市,0.56,82.5,6.9,23.9,96.1,33302
212199,岐阜県,郡上市,0.32,80.9,11.8,72.1,93.7,39761
212202,岐阜県,下呂市,0.33,86.2,11.7,10.1,97.4,30738
212211,岐阜県,海津市,0.48,83.6,8.8,32.5,92.3,32980
213021,岐阜県,岐南町,0.93,85.6,5.6,3.5,98.0,26272
213039,岐阜県,笠松町,0.71,86.2,5.8,54.1,97.0,21985
213411,岐阜県,養老町,0.61,81.8,7.4,51.5,97.5,27381
213616,岐阜県,垂井町,0.70,79.2,2.8,59.7,97.0,26547
213624,岐阜県,関ケ原町,0.50,79.9,10.5,31.5,91.7,6645
213811,岐阜県,神戸町,0.68,77.4,3.6,44.7,93.9,18704
213829,岐阜県,輪之内町,0.60,73.7,6.3,7.4,94.0,9403
213837,岐阜県,安八町,0.61,77.3,12.6,81.5,93.9,14623
214019,岐阜県,揖斐川町,0.46,81.0,6.1,-,92.8,19953
214035,岐阜県,大野町,0.61,81.0,3.9,-,95.4,22347
214043,岐阜県,池田町,0.61,76.0,10.0,58.6,92.8,23186
214213,岐阜県,北方町,0.60,77.9,11.2,7.9,95.8,18550
215015,岐阜県,坂祝町,0.56,76.6,3.7,-,95.4,8023
215023,岐阜県,富加町,0.46,81.5,10.6,-,97.0,5696
215031,岐阜県,川辺町,0.45,75.1,9.0,-,93.0,10013
215040,岐阜県,七宗町,0.27,69.2,5.3,-,96.6,3511
215058,岐阜県,八百津町,0.41,78.3,4.9,-,96.0,10446
215066,岐阜県,白川町,0.28,82.0,9.5,-,93.3,7634
215074,岐阜県,東白川村,0.16,88.9,14.1,26.5,95.2,2141
215210,岐阜県,御嵩町,0.63,82.2,6.6,-,96.8,17968
216046,岐阜県,白川村,0.34,68.7,2.1,-,94.3,1541
221007,静岡県,静岡市,0.87,90.0,6.2,37.1,102.3,689079
221309,静岡県,浜松市,0.85,88.1,4.8,-,100.2,795771
222038,静岡県,沼津市,0.94,85.5,5.0,21.2,102.7,191256
222054,静岡県,熱海市,0.90,84.5,3.4,11.5,102.7,35167
222062,静岡県,三島市,0.91,82.9,5.8,30.7,103.1,108350
222071,静岡県,富士宮市,0.90,86.2,2.5,0.3,102.0,130153
222089,静岡県,伊東市,0.70,83.1,5.7,14.0,101.1,67074
222097,静岡県,島田市,0.72,87.2,6.2,1.9,100.3,97028
222101,静岡県,富士市,1.00,88.2,3.2,74.0,101.9,250709
222119,静岡県,磐田市,0.82,84.5,2.5,-,98.1,168175
222127,静岡県,焼津市,0.86,88.5,6.5,8.4,100.4,137722
222135,静岡県,掛川市,0.87,80.1,7.7,28.4,102.2,116418
222143,静岡県,藤枝市,0.86,83.2,6.5,-,102.2,143580
222151,静岡県,御殿場市,1.03,81.1,10.0,30.2,101.2,86778
222160,静岡県,袋井市,0.86,85.7,5.8,47.4,102.3,88127
222194,静岡県,下田市,0.47,80.3,5.9,58.0,98.9,20494
222208,静岡県,裾野市,1.00,93.4,11.2,47.8,99.7,50425
222216,静岡県,湖西市,1.03,85.5,5.0,1.6,101.8,58643
222224,静岡県,伊豆市,0.48,85.5,6.8,41.8,95.6,29319
222232,静岡県,御前崎市,0.97,81.4,0.0,-,97.4,31181
222241,静岡県,菊川市,0.75,83.6,9.6,-,98.6,47880
222259,静岡県,伊豆の国市,0.68,83.7,6.8,40.3,97.4,47583
222267,静岡県,牧之原市,0.77,83.1,5.6,-,96.7,43936
223018,静岡県,東伊豆町,0.59,75.4,5.8,34.8,93.1,11657
223026,静岡県,河津町,0.42,85.7,6.0,22.6,93.9,6892
223042,静岡県,南伊豆町,0.30,85.4,7.4,19.5,96.9,7856
223051,静岡県,松崎町,0.28,75.6,4.5,-,97.2,6151
223069,静岡県,西伊豆町,0.28,76.5,4.6,-,96.1,7290
223255,静岡県,函南町,0.79,82.7,6.0,19.1,97.4,37280
223417,静岡県,清水町,0.95,78.9,6.0,32.1,94.1,31930
223425,静岡県,長泉町,1.26,78.8,3.1,-,97.0,43463
223441,静岡県,小山町,0.87,77.7,8.8,7.7,99.3,17836
224243,静岡県,吉田町,0.91,79.9,10.6,43.3,96.1,29230
224294,静岡県,川根本町,0.34,83.0,0.7,-,94.5,6258
224618,静岡県,森町,0.58,83.1,12.0,33.0,95.9,17684
231002,愛知県,名古屋市,0.98,95.1,7.2,94.2,99.1,2293437
232017,愛知県,豊橋市,0.99,87.2,3.8,33.3,99.4,372604
232025,愛知県,岡崎市,1.02,87.9,0.0,-,100.4,385355
232033,愛知県,一宮市,0.81,87.3,3.4,22.9,100.6,382349
232041,愛知県,瀬戸市,0.86,84.1,1.9,-,99.7,128753
232050,愛知県,半田市,0.97,80.4,0.1,-,98.8,118535
232068,愛知県,春日井市,0.96,91.2,4.9,16.4,101.2,309788
232076,愛知県,豊川市,0.84,88.9,▲ 1.3,-,102.1,186775
232084,愛知県,津島市,0.75,86.6,4.0,2.0,97.0,60977
232092,愛知県,碧南市,1.21,95.6,2.1,-,97.1,72727
232106,愛知県,刈谷市,1.31,84.9,▲ 2.2,-,99.2,152443
232114,愛知県,豊田市,1.42,83.5,1.6,-,100.0,419249
232122,愛知県,安城市,1.26,81.9,0.4,-,98.6,189334
232131,愛知県,西尾市,0.98,87.5,1.1,-,99.8,170868
232149,愛知県,蒲郡市,0.85,85.4,▲ 0.3,-,101.2,79261
232157,愛知県,犬山市,0.89,88.0,4.4,-,101.1,73030
232165,愛知県,常滑市,0.96,81.7,11.6,121.5,97.1,58499
232173,愛知県,江南市,0.79,82.5,3.2,-,99.5,99696
232190,愛知県,小牧市,1.22,88.7,0.8,-,101.0,150982
232203,愛知県,稲沢市,0.88,84.8,2.6,-,100.1,135271
232211,愛知県,新城市,0.55,86.8,7.1,51.6,98.6,44501
232220,愛知県,東海市,1.27,85.5,▲ 0.3,2.5,101.6,114107
232238,愛知県,大府市,1.15,82.8,▲ 0.8,-,97.1,92698
232246,愛知県,知多市,0.96,88.5,1.4,18.0,94.5,84719
232254,愛知県,知立市,0.98,84.1,1.9,-,100.4,72087
232262,愛知県,尾張旭市,0.89,80.7,3.3,-,98.6,84034
232271,愛知県,高浜市,1.02,93.7,0.4,-,98.5,49280
232289,愛知県,岩倉市,0.79,82.8,4.0,10.1,100.2,47838
232297,愛知県,豊明市,0.88,81.1,▲ 0.2,-,98.3,68511
232301,愛知県,日進市,1.03,82.0,1.0,-,99.4,93017
232319,愛知県,田原市,0.99,93.6,4.0,-,99.4,60082
232327,愛知県,愛西市,0.61,87.5,4.2,-,98.0,62112
232335,愛知県,清須市,0.84,87.3,1.7,-,97.4,69300
232343,愛知県,北名古屋市,0.88,87.4,5.8,17.6,99.2,86213
232351,愛知県,弥富市,0.96,86.2,5.1,85.5,98.7,44060
232360,愛知県,みよし市,1.41,83.2,2.3,-,97.0,61245
232378,愛知県,あま市,0.72,87.4,6.4,43.8,97.1,88885
232386,愛知県,長久手市,1.06,91.7,▲ 0.7,-,98.5,60517
233021,愛知県,東郷町,0.88,86.7,1.9,-,100.4,43757
233421,愛知県,豊山町,1.12,81.4,0.0,-,98.8,15831
233617,愛知県,大口町,1.15,80.1,1.2,-,96.6,24282
233625,愛知県,扶桑町,0.81,84.1,0.6,-,95.2,34999
234249,愛知県,大治町,0.83,81.7,1.6,13.6,95.2,33167
234257,愛知県,蟹江町,0.87,81.1,4.1,56.6,93.6,37214
234273,愛知県,飛島村,2.10,73.6,▲ 0.9,-,98.9,4706
234419,愛知県,阿久比町,0.79,80.5,4.0,48.3,98.9,28556
234427,愛知県,東浦町,0.93,84.7,▲ 0.4,-,99.7,50415
234451,愛知県,南知多町,0.50,87.6,5.4,46.1,96.0,16660
234460,愛知県,美浜町,0.67,84.8,1.5,9.9,98.5,21367
234478,愛知県,武豊町,0.99,78.9,▲ 1.7,23.0,99.4,43401
235016,愛知県,幸田町,1.11,88.8,0.6,-,99.6,42532
235610,愛知県,設楽町,0.24,71.4,5.4,-,94.7,4528
235628,愛知県,東栄町,0.18,74.3,8.7,-,90.1,2935
235636,愛知県,豊根村,0.27,89.0,8.2,-,93.6,1030
242012,三重県,津市,0.70,92.7,4.7,35.7,99.5,274065
242021,三重県,四日市市,1.21,78.2,1.9,-,102.1,309825
242039,三重県,伊勢市,0.59,91.0,4.2,-,99.2,123189
242047,三重県,松阪市,0.57,81.7,3.6,-,98.7,160624
242055,三重県,桑名市,0.82,85.8,7.7,50.7,100.9,140134
242071,三重県,鈴鹿市,0.89,88.9,0.7,-,100.3,197512
242080,三重県,名張市,0.67,93.8,15.8,161.6,96.0,76909
242098,三重県,尾鷲市,0.35,89.6,10.8,22.5,96.4,16802
242101,三重県,亀山市,0.87,80.6,2.5,-,99.8,49438
242110,三重県,鳥羽市,0.43,80.5,8.5,30.3,96.2,17648
242128,三重県,熊野市,0.25,83.0,4.6,-,100.3,16112
242144,三重県,いなべ市,0.83,90.6,8.1,0.9,101.1,44919
242152,三重県,志摩市,0.38,97.3,10.5,30.1,98.0,47272
242161,三重県,伊賀市,0.62,92.2,9.4,53.5,97.2,88325
243035,三重県,木曽岬町,0.57,74.7,4.9,-,97.2,6081
243248,三重県,東員町,0.75,81.6,2.7,-,100.7,25891
243418,三重県,菰野町,0.78,83.6,3.2,-,100.5,41476
243434,三重県,朝日町,0.80,82.5,7.4,6.4,101.5,11071
243442,三重県,川越町,1.28,73.2,2.3,-,100.6,15477
244414,三重県,多気町,0.52,86.7,3.9,-,97.4,14176
244422,三重県,明和町,0.55,84.4,10.3,92.6,96.3,22991
244431,三重県,大台町,0.24,83.0,8.1,13.9,94.8,8710
244619,三重県,玉城町,0.59,75.1,6.1,28.5,95.0,15271
244708,三重県,度会町,0.35,68.7,3.6,-,94.1,7892
244716,三重県,大紀町,0.18,81.6,12.0,8.8,93.3,7875
244724,三重県,南伊勢町,0.21,92.7,10.6,54.9,92.0,11637
245437,三重県,紀北町,0.28,89.6,6.7,12.9,97.3,14824
245615,三重県,御浜町,0.28,91.5,8.2,-,99.9,8237
245623,三重県,紀宝町,0.28,86.8,9.8,5.4,98.0,10585
252018,滋賀県,大津市,0.80,88.3,1.4,-,99.9,344247
252026,滋賀県,彦根市,0.79,86.9,6.0,47.3,98.0,111807
252034,滋賀県,長浜市,0.53,89.0,1.2,-,97.5,115850
252042,滋賀県,近江八幡市,0.67,85.6,1.1,-,98.5,82101
252069,滋賀県,草津市,0.94,88.3,6.4,-,101.0,137268
252077,滋賀県,守山市,0.84,89.2,4.7,4.7,103.4,84980
252085,滋賀県,栗東市,0.98,87.6,12.3,91.4,98.9,70364
252093,滋賀県,甲賀市,0.66,85.2,6.5,40.3,96.9,89511
252107,滋賀県,野洲市,0.80,91.4,8.3,50.5,100.8,50658
252115,滋賀県,湖南市,0.77,82.6,8.3,15.2,99.4,54629
252123,滋賀県,高島市,0.37,91.5,9.6,1.3,98.9,46926
252131,滋賀県,東近江市,0.61,85.3,8.6,-,100.7,113012
252140,滋賀県,米原市,0.53,86.9,4.9,-,99.4,38136
253839,滋賀県,日野町,0.72,81.7,6.5,40.5,97.5,21160
253847,滋賀県,竜王町,1.11,80.0,6.3,-,97.9,11724
254258,滋賀県,愛荘町,0.59,86.9,3.8,18.3,97.3,21389
254410,滋賀県,豊郷町,0.44,84.9,2.0,-,97.2,7252
254428,滋賀県,甲良町,0.38,85.6,10.4,0.7,97.5,6681
254436,滋賀県,多賀町,0.64,83.8,7.3,22.3,98.9,7527
261009,京都府,京都市,0.81,94.8,11.8,170.4,101.0,1388807
262013,京都府,福知山市,0.53,88.9,9.9,38.5,99.6,76568
262021,京都府,舞鶴市,0.66,89.6,12.8,92.8,100.8,79499
262030,京都府,綾部市,0.49,87.5,9.8,98.4,98.0,32384
262048,京都府,宇治市,0.74,92.0,0.0,-,101.4,183510
262056,京都府,宮津市,0.41,93.6,16.1,178.2,97.0,17025
262064,京都府,亀岡市,0.59,89.4,12.9,75.0,99.1,87518
262072,京都府,城陽市,0.66,92.0,9.7,105.1,99.6,75274
262081,京都府,向日市,0.71,87.5,2.3,-,100.3,57116
262099,京都府,長岡京市,0.79,90.2,2.6,1.4,101.2,81169
262102,京都府,八幡市,0.70,91.5,3.6,-,100.3,69952
262111,京都府,京田辺市,0.78,90.1,0.5,-,101.0,70848
262129,京都府,京丹後市,0.29,90.1,12.5,120.0,94.8,52845
262137,京都府,南丹市,0.31,88.9,11.6,57.5,95.5,30781
262145,京都府,木津川市,0.63,89.4,9.3,11.2,97.5,79707
263036,京都府,大山崎町,0.77,85.5,3.9,-,104.4,16437
263222,京都府,久御山町,1.12,82.0,▲ 0.5,-,99.5,15553
263435,京都府,井手町,0.38,73.6,▲ 0.8,-,93.1,7152
263443,京都府,宇治田原町,0.59,81.2,8.0,101.7,96.3,8947
263648,京都府,笠置町,0.20,88.9,5.1,1.4,93.2,1210
263656,京都府,和束町,0.19,83.2,12.2,30.6,97.7,3689
263664,京都府,精華町,0.73,91.3,11.8,55.1,98.8,36972
263672,京都府,南山城村,0.22,85.7,8.5,19.7,96.3,2562
264075,京都府,京丹波町,0.28,86.1,16.8,98.8,93.2,13320
264636,京都府,伊根町,0.11,80.9,8.2,-,98.2,1989
264652,京都府,与謝野町,0.28,92.5,17.2,101.5,94.7,20660
271004,大阪府,大阪市,0.92,85.1,1.8,-,96.7,2732197
271403,大阪府,堺市,0.79,93.7,6.1,-,100.2,826158
272027,大阪府,岸和田市,0.62,92.4,6.0,-,97.3,190853
272035,大阪府,豊中市,0.89,84.9,2.8,-,100.1,408802
272043,大阪府,池田市,0.86,93.0,1.1,-,101.6,103387
272051,大阪府,吹田市,0.97,93.9,▲ 1.2,-,100.7,378869
272060,大阪府,泉大津市,0.72,91.0,8.5,14.2,96.8,73807
272078,大阪府,高槻市,0.79,89.9,▲ 0.8,-,98.9,349941
272086,大阪府,貝塚市,0.66,89.5,4.7,10.0,99.6,83995
272094,大阪府,守口市,0.72,94.6,6.7,28.5,99.4,142655
272108,大阪府,枚方市,0.78,92.3,0.0,-,98.2,397681
272116,大阪府,茨木市,0.96,88.6,▲ 1.7,-,100.1,283504
272124,大阪府,八尾市,0.72,96.6,3.7,-,99.0,263693
272132,大阪府,泉佐野市,0.93,99.5,9.9,42.8,95.2,98840
272141,大阪府,富田林市,0.63,86.6,▲ 1.1,-,100.4,108989
272159,大阪府,寝屋川市,0.64,86.8,▲ 0.9,-,95.3,229177
272167,大阪府,河内長野市,0.61,92.5,2.1,-,97.5,101838
272175,大阪府,松原市,0.59,94.3,3.9,24.0,100.0,117801
272183,大阪府,大東市,0.73,98.9,6.5,-,97.3,118326
272191,大阪府,和泉市,0.73,95.8,7.0,-,97.7,184615
272205,大阪府,箕面市,0.93,91.5,2.7,13.3,94.7,139126
272213,大阪府,柏原市,0.61,91.4,3.3,14.2,99.4,67759
272221,大阪府,羽曳野市,0.56,92.7,3.6,-,101.1,109565
272230,大阪府,門真市,0.69,96.8,3.7,15.2,97.2,119161
272248,大阪府,摂津市,0.97,90.6,▲ 1.3,-,98.9,86689
272256,大阪府,高石市,0.81,90.8,13.1,107.2,100.1,57226
272264,大阪府,藤井寺市,0.61,94.1,1.9,54.9,96.3,63532
272272,大阪府,東大阪市,0.75,93.1,6.5,-,100.5,482133
272281,大阪府,泉南市,0.71,92.8,9.6,64.4,97.1,60317
272299,大阪府,四條畷市,0.60,94.8,5.5,-,96.4,55015
272302,大阪府,交野市,0.69,89.9,8.9,55.5,98.3,77431
272311,大阪府,大阪狭山市,0.68,93.6,3.0,-,99.6,58496
272329,大阪府,阪南市,0.53,94.2,7.4,43.7,95.7,52299
273015,大阪府,島本町,0.74,90.2,5.7,-,98.1,31899
273210,大阪府,豊能町,0.43,90.5,5.6,-,97.9,18823
273228,大阪府,能勢町,0.37,92.3,15.1,108.0,96.5,9487
273414,大阪府,忠岡町,0.56,95.5,7.0,42.7,101.6,16793
273619,大阪府,熊取町,0.58,88.9,2.3,-,95.8,43154
273627,大阪府,田尻町,1.43,70.1,4.0,-,99.9,8492
273660,大阪府,岬町,0.49,94.7,10.5,100.9,95.1,15035
273813,大阪府,太子町,0.49,88.8,5.5,-,98.7,13076
273821,大阪府,河南町,0.44,86.0,6.0,-,101.3,15147
273830,大阪府,千早赤阪村,0.27,80.3,8.1,-,97.2,4970
281000,兵庫県,神戸市,0.77,95.3,4.4,56.4,100.2,1517627
282014,兵庫県,姫路市,0.87,83.6,3.0,19.1,101.2,530877
282022,兵庫県,尼崎市,0.83,91.4,9.7,36.3,98.3,460148
282031,兵庫県,明石市,0.76,91.5,3.6,22.0,100.2,304906
282049,兵庫県,西宮市,0.94,93.7,4.5,4.7,101.5,483394
282057,兵庫県,洲本市,0.48,84.6,14.0,45.6,99.9,42307
282065,兵庫県,芦屋市,1.02,92.0,6.3,83.4,100.8,95430
282073,兵庫県,伊丹市,0.81,89.2,4.5,-,100.0,202978
282081,兵庫県,相生市,0.55,92.0,14.0,66.7,98.9,28410
282090,兵庫県,豊岡市,0.38,92.0,14.1,56.2,95.8,78870
282103,兵庫県,加古川市,0.89,88.1,1.8,-,100.5,261661
282120,兵庫県,赤穂市,0.68,91.0,9.7,92.8,96.9,46039
282138,兵庫県,西脇市,0.45,87.3,8.7,13.5,99.1,39203
282146,兵庫県,宝塚市,0.86,92.1,4.1,11.7,100.4,232171
282154,兵庫県,三木市,0.69,87.6,4.6,35.3,100.7,75571
282162,兵庫県,高砂市,0.86,88.8,4.4,72.4,99.5,88968
282171,兵庫県,川西市,0.69,94.8,8.3,91.2,97.4,155826
282189,兵庫県,小野市,0.71,90.5,6.2,2.1,100.3,47833
282197,兵庫県,三田市,0.86,92.1,6.1,-,96.1,109696
282201,兵庫県,加西市,0.65,90.4,8.5,4.5,99.3,42721
282219,兵庫県,丹波篠山市,0.42,87.8,14.9,106.9,98.4,40316
282227,兵庫県,養父市,0.24,91.5,7.4,-,96.1,22389
282235,兵庫県,丹波市,0.43,87.2,6.1,-,96.9,62411
282243,兵庫県,南あわじ市,0.40,90.5,13.1,67.3,98.6,45845
282251,兵庫県,朝来市,0.39,85.6,11.6,-,97.1,29165
282260,兵庫県,淡路市,0.35,88.3,14.2,101.2,98.3,42721
282278,兵庫県,宍粟市,0.34,89.8,6.9,65.4,97.2,36010
282286,兵庫県,加東市,0.67,84.8,5.4,-,99.0,39842
282294,兵庫県,たつの市,0.55,81.7,8.7,-,99.4,74750
283011,兵庫県,猪名川町,0.58,83.7,3.0,-,99.4,30006
283657,兵庫県,多可町,0.33,86.9,11.6,-,99.1,19766
283819,兵庫県,稲美町,0.76,78.8,5.1,-,99.4,30705
283827,兵庫県,播磨町,0.85,86.7,0.0,-,99.1,34793
